sample_id,seed,p_new_multiplier,n_robots,gamma_r_scale,lambda_loss,alpha,congestion_tolerance,final_net_energy_per_robot,throughput_per_robot,mean_collision_probability,mean_weighted_search_rest_ratio,final_strategy_entropy,mean_strategy_entropy_final_window
161,7,0.77734375,64,0.921875,4.0625,0.5234375,0.02828125,-2831.63671875,0.00083984375,0.032298949825202455,1.1662811753887132,0.6174574970110089,0.5441581655941722
162,7,1.94921875,64,0.921875,4.0625,0.5234375,0.02828125,-1282.5390625,0.00203125,0.03578392968590112,1.2771060727393815,0.6380808737788813,0.66174304499627
163,7,1.94921875,64,0.890625,4.0625,0.5234375,0.02828125,-1479.90234375,0.0018359375,0.03349494302230567,1.3028681048502762,0.6365587788226565,0.663274018037437
164,7,1.94921875,64,0.921875,3.0625,0.5234375,0.02828125,-1282.5390625,0.00203125,0.03578392968590112,1.2737086384807526,0.6862351119385399,0.6861204981397151
165,7,1.94921875,64,0.921875,4.0625,0.8046875,0.02828125,-1174.69921875,0.00212890625,0.03625544890656992,1.3134522297541347,0.6503873064829518,0.6643870847192099
166,7,1.94921875,64,0.921875,4.0625,0.5234375,0.09859375000000001,-1597.96875,0.0020703125,0.039439922663860136,1.3129361846305196,0.8915791534805634,0.6578462906865539
167,7,0.77734375,64,0.890625,3.0625,0.8046875,0.09859375000000001,-3462.5,0.0009375,0.03855165993963723,1.220094136695332,0.9352334274670973,0.6522113675307227
168,7,3.82421875,128,1.421875,2.0625,0.7734375,0.07328125,1819.798828125,0.00400390625,0.11118514802210172,1.244633383116544,1.0669116533338223,1.064144939864533
169,7,2.65234375,128,1.421875,2.0625,0.7734375,0.07328125,-801.125,0.0024609375,0.11543023829052335,1.251890226863387,0.9262926953004443,0.9230444791868117
170,7,3.82421875,16,1.421875,2.0625,0.7734375,0.07328125,9282.0625,0.00796875,0.008609789144593462,1.2676822681678797,1.1602488476546737,1.1928680007853874
172,7,3.82421875,128,1.421875,1.0625,0.7734375,0.07328125,1454.1015625,0.00375,0.1100200220700761,1.2562188911427088,1.2286648239933475,1.2548105497911421
171,7,3.82421875,128,1.390625,2.0625,0.7734375,0.07328125,1212.658203125,0.00361328125,0.10823291565926209,1.2339301132439908,1.026617810106104,1.0168406001738104
174,7,3.82421875,128,1.421875,2.0625,0.7734375,0.05359375000000001,636.1328125,0.00298828125,0.09836619825877702,1.2636627922923922,1.0131195053769253,1.0226981970649647
173,7,3.82421875,128,1.421875,2.0625,0.5546875,0.07328125,1667.09765625,0.003916015625,0.11150848466523319,1.2445621865767504,0.9910899178578323,0.99774528936896
175,7,2.65234375,16,1.390625,1.0625,0.5546875,0.05359375000000001,8270.046875,0.00765625,0.010359579876394407,1.341665896581716,1.2415823835714757,1.270063000621651
176,7,2.88671875,16,0.671875,3.0625,0.8984375,0.09578125,6521.609375,0.006484375,0.004774222549831926,1.3188564513538232,1.0491570208729342,1.069152502069025
177,7,1.71484375,16,0.671875,3.0625,0.8984375,0.09578125,2928.046875,0.00453125,0.005630757691088917,1.1709434930462768,0.9604176621474434,0.9819083840431051
179,7,2.88671875,16,1.140625,3.0625,0.8984375,0.09578125,8008.5625,0.007265625,0.007368163880623893,1.2258566823564037,1.0741114606413962,1.0977370284985082
178,7,2.88671875,32,0.671875,3.0625,0.8984375,0.09578125,1753.390625,0.00390625,0.012646143148819853,1.2870888308211597,0.8401639320155143,0.8710631494538166
180,7,2.88671875,16,0.671875,2.0625,0.8984375,0.09578125,6994.90625,0.00671875,0.0045949765885910845,1.2903874049460535,1.1523816350862712,1.1738616716050365
181,7,2.88671875,16,0.671875,3.0625,0.6796875,0.09578125,7143.921875,0.006953125,0.005007747606192586,1.373275852282863,0.98963694166377,1.0041243612306472
182,7,2.88671875,16,0.671875,3.0625,0.8984375,0.031093750000000003,6521.609375,0.006484375,0.004774222549831926,1.3188564513538232,1.0491570208729342,1.069152502069025
183,7,1.71484375,32,1.140625,2.0625,0.6796875,0.031093750000000003,459.296875,0.0031640625,0.0221293223251743,1.195356737327409,0.9429645518787888,0.9768672214214048
184,7,1.01171875,64,1.171875,1.0625,0.6484375,0.05078125000000001,-2623.359375,0.00130859375,0.0477493055217107,1.228155399164792,1.0841909626740596,1.148674980685442
185,7,3.58984375,64,1.171875,1.0625,0.6484375,0.05078125000000001,1693.90625,0.00390625,0.045780400076340495,1.2609405637022832,1.1988422877182758,1.2197816228027163
187,7,1.01171875,64,0.640625,1.0625,0.6484375,0.05078125000000001,-3281.63671875,0.001015625,0.02737089968246194,1.2164431580839308,1.073445999859004,1.1305680831522578
186,7,1.01171875,128,1.171875,1.0625,0.6484375,0.05078125000000001,-2261.341796875,0.001064453125,0.07662314617171122,1.2275315624759175,1.1834139110905337,1.2130710312205335
188,7,1.01171875,64,1.171875,4.0625,0.6484375,0.05078125000000001,-2890.9453125,0.00119140625,0.04872320216527659,1.2422206351083516,0.9467399569682119,0.6869269946508606
189,7,1.01171875,64,1.171875,1.0625,0.9296875,0.05078125000000001,-2268.38671875,0.001484375,0.046837809565678776,1.2189350277582598,1.148896606668487,1.1974830927826354
190,7,1.01171875,64,1.171875,1.0625,0.6484375,0.07609375,-2762.4453125,0.00134765625,0.05022113339255356,1.235866619379063,1.0897034372260674,1.1449973165889527
192,7,0.77734375,64,0.734375,2.3125,0.9921875,0.033906250000000006,-3056.40234375,0.0008984375,0.028189840434145887,1.1504227058049596,0.7644710396313695,0.7923825623815359
191,7,3.58984375,128,0.640625,4.0625,0.9296875,0.07609375,-691.541015625,0.002626953125,0.05405233559016612,1.260590343803439,0.8752372403082798,0.7366509862687128
193,7,1.01171875,64,0.734375,2.3125,0.9921875,0.033906250000000006,-3088.29296875,0.00091796875,0.028670025177294046,1.1302184264533641,0.786650919568217,0.7844314179497701
194,7,0.77734375,64,0.734375,2.3125,0.9921875,0.033906250000000006,-3056.40234375,0.0008984375,0.028189840434145887,1.1504227058049596,0.7644710396313695,0.7923825623815359
195,7,0.77734375,64,0.953125,2.3125,0.9921875,0.033906250000000006,-2573.84375,0.0010546875,0.03425331099456201,1.1761879354932612,0.867395145577321,0.8881001503939874
196,7,0.77734375,64,0.734375,2.8125,0.9921875,0.033906250000000006,-2905.0078125,0.001015625,0.028470558289235406,1.1938168505221114,0.8445354217876102,0.7311125736039724
197,7,0.77734375,64,0.734375,2.3125,0.8984375,0.033906250000000006,-3576.59765625,0.0006640625,0.029290224956583975,1.0907759825425536,0.7465011554030792,0.7346515401602519
198,7,0.77734375,64,0.734375,2.3125,0.9921875,0.05921875000000001,-3137.89453125,0.00107421875,0.030963265522431564,1.1500298125721817,0.7927224130686165,0.7638014530866264
199,7,1.01171875,64,0.953125,2.8125,0.8984375,0.05921875000000001,-3113.75,0.00111328125,0.04058775731516569,1.206506555307518,0.8909561614107393,0.6675262370344964
200,7,2.65234375,128,1.234375,4.3125,0.7421875,0.07890625,-1044.21875,0.00240234375,0.10398287033605573,1.2261872599155075,0.8314005769304417,0.6944905415703181
202,7,2.65234375,8,1.234375,4.3125,0.7421875,0.07890625,10226.09375,0.00859375,0.003171028640947662,1.508201363816483,0.8842152948435011,0.9059562200881447
201,7,2.88671875,128,1.234375,4.3125,0.7421875,0.07890625,-523.18359375,0.002744140625,0.10466875293021452,1.2912615809898775,0.8495455543642378,0.7228494504104712
203,7,2.65234375,128,1.453125,4.3125,0.7421875,0.07890625,239.046875,0.00314453125,0.11965483740992124,1.302937790926019,0.8838043246130849,0.7571881635490715
204,7,2.65234375,128,1.234375,4.8125,0.7421875,0.07890625,-630.583984375,0.002646484375,0.10340200127335616,1.2175338033753877,0.7796960498529685,0.6668349181428535
205,7,2.65234375,128,1.234375,4.3125,0.6484375,0.07890625,-960.09765625,0.00244140625,0.10341564277847955,1.2229462841783232,0.8210202628425994,0.6841799739712934
207,7,2.88671875,8,1.453125,4.8125,0.6484375,0.01421875,10641.71875,0.00890625,0.004014971173371977,1.4943327432176527,0.80749585601702,0.8092976873606973
206,7,2.65234375,128,1.234375,4.3125,0.7421875,0.01421875,-675.38671875,0.00201171875,0.07899722415290485,1.2139725743132157,0.715373111533257,0.7655656636461788
208,7,3.58984375,32,0.984375,1.3125,0.6171875,0.056406250000000005,4102.828125,0.005234375,0.01734963775056715,1.234922620128745,1.2261249003572867,1.2310527932253816
209,7,1.94921875,32,0.984375,1.3125,0.6171875,0.056406250000000005,452.6015625,0.0032421875,0.01979875496478377,1.2367971739976835,1.1894013979417415,1.2126933260990826
210,7,3.58984375,32,0.984375,1.3125,0.6171875,0.056406250000000005,4102.828125,0.005234375,0.01734963775056715,1.234922620128745,1.2261249003572867,1.2310527932253816
211,7,3.58984375,32,1.203125,1.3125,0.6171875,0.056406250000000005,4712.78125,0.005625,0.021293421895039234,1.2692365773473648,1.2240303443561793,1.2335412045861613
212,7,3.58984375,32,0.984375,3.8125,0.6171875,0.056406250000000005,3694.484375,0.005078125,0.01819139108410376,1.2698218417010667,0.7267908610901179,0.7215243526290144
213,7,3.58984375,32,0.984375,1.3125,0.5234375,0.056406250000000005,4471.5078125,0.0054296875,0.017050251121186327,1.2235099916430743,1.2054202647572234,1.2144930434364514
214,7,3.58984375,32,0.984375,1.3125,0.6171875,0.03671875,4102.828125,0.005234375,0.01734963775056715,1.234922620128745,1.2261249003572867,1.2310527932253816
215,7,1.94921875,32,1.203125,3.8125,0.5234375,0.03671875,362.46875,0.003203125,0.024374938070946185,1.1621694779172744,0.6382468547059358,0.6024788164773354
216,7,1.71484375,64,1.484375,3.3125,0.8671875,0.01140625,-1165.01171875,0.00185546875,0.051342907215264064,1.288207589850185,0.7618049469634283,0.7732600450224197
217,7,3.82421875,64,1.484375,3.3125,0.8671875,0.01140625,2390.4921875,0.0042578125,0.055910502033346854,1.2727840287176486,0.902487222082287,0.9535878126364972
219,7,1.71484375,64,0.703125,3.3125,0.8671875,0.01140625,-1784.25,0.00166015625,0.026615965836425406,1.1595655874255846,0.7647302868208586,0.6855319849772225
218,7,1.71484375,128,1.484375,3.3125,0.8671875,0.01140625,-1196.2109375,0.0017578125,0.0985059063887422,1.2752139568434098,0.7915931768300921,0.803510986491211
220,7,1.71484375,64,1.484375,1.8125,0.8671875,0.01140625,-685.45703125,0.00208984375,0.04968707529592551,1.2114475059654737,1.0253213343845125,1.0837491247171578
221,7,1.71484375,64,1.484375,3.3125,0.7734375,0.01140625,-645.82421875,0.00220703125,0.052021615947341074,1.2898506997758545,0.7633812690385354,0.7912720886479159
222,7,1.71484375,64,1.484375,3.3125,0.8671875,0.08171875,-1552.66015625,0.002109375,0.06379896665548966,1.2165178898247242,0.8091229510269291,0.6946601845762214
224,7,1.24609375,16,1.109375,3.8125,0.8046875,0.04515625000000001,131.453125,0.003046875,0.010582642509104007,1.2903740292613446,0.7549246338787907,0.7864659994128607
225,7,1.48046875,16,1.109375,3.8125,0.8046875,0.04515625000000001,1577.34375,0.003828125,0.009976476948777535,1.3067256915524,0.6152427760673882,0.6364499809477683
226,7,1.24609375,64,1.109375,3.8125,0.8046875,0.04515625000000001,-1942.61328125,0.0017578125,0.0456349642914083,1.369853146420064,0.7812228775725577,0.680179090156176
227,7,1.24609375,16,1.078125,3.8125,0.8046875,0.04515625000000001,1061.4375,0.00359375,0.010103335684526005,1.2932704459165878,0.7569017822388268,0.7538289701544323
223,7,3.82421875,128,0.703125,1.8125,0.7734375,0.08171875,-599.09765625,0.002626953125,0.05800249779001103,1.2283033458469703,0.9895661466654229,1.0175288352820582
228,7,1.24609375,16,1.109375,4.3125,0.8046875,0.04515625000000001,131.453125,0.003046875,0.010582642509104007,1.273339417316767,0.7398002975462115,0.7813774271343141
229,7,1.24609375,16,1.109375,3.8125,0.5859375,0.04515625000000001,444.3125,0.003203125,0.010394972852462981,1.3150930517705473,0.7598052794908468,0.7046296040500368
230,7,1.24609375,16,1.109375,3.8125,0.8046875,0.09296875,131.453125,0.003046875,0.010582642509104007,1.2903740292613446,0.7549246338787907,0.7864659994128607
231,7,1.48046875,64,1.078125,4.3125,0.5859375,0.09296875,-2403.4765625,0.00158203125,0.04637353005894596,1.201782767112239,0.8673246894607356,0.6282992311322662
232,7,3.12109375,64,0.609375,1.8125,0.5546875,0.09015625000000001,-574.40234375,0.00263671875,0.025331770787296932,1.218676404732542,0.9426755316289726,0.9635442364916591
233,7,3.35546875,64,0.609375,1.8125,0.5546875,0.09015625000000001,-23.03515625,0.0029296875,0.02480230386226844,1.2041977748299117,1.0037199125005223,0.9973898666930548
235,7,3.12109375,64,0.578125,1.8125,0.5546875,0.09015625000000001,-347.78125,0.00279296875,0.02417937857179557,1.2480109461123612,0.9518650536898687,0.991710979214694
234,7,3.12109375,128,0.609375,1.8125,0.5546875,0.09015625000000001,-1634.447265625,0.002001953125,0.0507314215598481,1.21332090744578,0.9364907408092449,0.9039849734849252
236,7,3.12109375,64,0.609375,2.3125,0.5546875,0.09015625000000001,-480.01953125,0.0026953125,0.025333607908928357,1.3009156808592082,0.8817259171950045,0.8064458324766716
237,7,3.12109375,64,0.609375,1.8125,0.8359375,0.09015625000000001,-150.39453125,0.00287109375,0.02501737113404499,1.2501867873982868,1.0145736628422237,1.0590207739357307
238,7,3.12109375,64,0.609375,1.8125,0.5546875,0.047968750000000004,-574.40234375,0.00263671875,0.025331770787296932,1.218676404732542,0.9426755316289726,0.9635442364916591
240,7,2.18359375,32,1.359375,4.8125,0.6796875,0.06765625,1437.9765625,0.0038671875,0.02744358338806672,1.2177017730384336,0.6630092762916633,0.7103177816111258
241,7,0.54296875,32,1.359375,4.8125,0.6796875,0.06765625,-2926.1484375,0.00125,0.028724618457585692,1.2403322395349952,0.8841904836489521,0.6733776604543291
239,7,3.35546875,128,0.578125,2.3125,0.8359375,0.047968750000000004,-844.53125,0.00240234375,0.04637785689506756,1.2190221855285939,0.9063517277851205,0.9019910656395802
243,7,2.18359375,32,0.828125,4.8125,0.6796875,0.06765625,598.9765625,0.0033203125,0.016555759999819564,1.31743171687295,0.5658724985068296,0.6310607705444513
242,7,2.18359375,64,1.359375,4.8125,0.6796875,0.06765625,-34.125,0.0030078125,0.057281309340397255,1.3146199959033527,0.8436732890611814,0.6647141393946492
244,7,2.18359375,32,1.359375,1.3125,0.6796875,0.06765625,1125.8359375,0.0036328125,0.02698590406368393,1.243649166061664,1.1550228660091473,1.1866694199219237
245,7,2.18359375,32,1.359375,4.8125,0.9609375,0.06765625,1686.2890625,0.0040234375,0.02745337584873917,1.2545744121256268,0.7434819567090851,0.7628401195754236
246,7,2.18359375,32,1.359375,4.8125,0.6796875,0.025468750000000002,1262.0234375,0.003671875,0.02644297946101974,1.3482301589750478,0.5642768354966928,0.6192762925074056
247,7,0.54296875,64,0.828125,1.3125,0.9609375,0.025468750000000002,-3275.23046875,0.00044921875,0.027404638111207254,1.2463845193652354,1.103265733055377,1.166560803393119
248,7,0.30859375,128,0.859375,2.8125,0.9296875,0.022656250000000003,-3319.861328125,0.0002734375,0.052459684671982275,1.1730827399616586,0.6311891202269135,0.6845630490488329
250,7,0.30859375,32,0.859375,2.8125,0.9296875,0.022656250000000003,-3877.875,0.0004296875,0.016481379260267333,1.0989889152433765,0.7409221773639215,0.653924252397061
249,7,2.41796875,128,0.859375,2.8125,0.9296875,0.022656250000000003,-2107.97265625,0.001240234375,0.058447070537075166,1.2151248608568306,0.7347316539775424,0.7583416333522786
251,7,0.30859375,128,1.328125,2.8125,0.9296875,0.022656250000000003,-3185.826171875,0.0003515625,0.08084448903961194,1.2460809726196056,0.6493390204981817,0.7066888050082385
252,7,0.30859375,128,0.859375,3.3125,0.9296875,0.022656250000000003,-3257.8203125,0.000322265625,0.05276457854483065,1.1843822447891117,0.5953420070437372,0.6667430608037536
253,7,0.30859375,128,0.859375,2.8125,0.7109375,0.022656250000000003,-3117.52734375,0.000400390625,0.052487607428591244,1.1927603964491382,0.6172475184294854,0.6795805572593449
254,7,0.30859375,128,0.859375,2.8125,0.9296875,0.07046875000000001,-4276.369140625,0.000419921875,0.07308536649852769,1.1674344060713389,0.9463706051710729,0.570968838916983
255,7,2.41796875,32,1.328125,3.3125,0.7109375,0.07046875000000001,1721.5234375,0.003984375,0.026133557044958688,1.2623237205456879,0.8270134192453679,0.8064910167898117
