food_spawn_multiplier,mean_final_net_energy,std_final_net_energy,mean_final_net_energy_per_robot,std_final_net_energy_per_robot,mean_throughput,std_throughput,mean_throughput_per_robot,std_throughput_per_robot,mean_mean_collision_probability,std_mean_collision_probability,mean_mean_active_fraction,std_mean_active_fraction,mean_mean_weighted_search_rest_ratio,std_mean_weighted_search_rest_ratio,mean_total_completed_deposit,std_total_completed_deposit,mean_total_collisions,std_total_collisions,seeds
0.25,-33532.55,3518.393608594695,-4191.56875,439.79920107433685,0.012133333333333333,0.001066666666666667,0.0015166666666666666,0.00013333333333333337,0.004074697789549564,0.00015860546712614373,0.5106999999999999,0.016657797640211094,1.188542008746918,0.06501532729625566,18.2,1.6,122.4,23.92989761783364,5.0
0.5,-7067.0,4120.750441363805,-883.375,515.0938051704757,0.020133333333333333,0.0010666666666666656,0.0025166666666666666,0.0001333333333333332,0.00385499893789404,0.00018823501007547588,0.47595,0.029531508596751355,1.161142748964108,0.07473833463512732,30.2,1.6,114.4,7.525955088890711,5.0
1.0,55549.2,2925.6007220740153,6943.65,365.7000902592519,0.0392,0.0007774602526460405,0.0049,9.718253158075506e-05,0.003361346621286987,0.0001820971838040081,0.4217833333333333,0.02142231443041474,1.1990066559436345,0.06403445712628307,58.8,1.16619037896906,85.0,12.361229712289955,5.0
2.0,138475.35,7205.588639382629,17309.41875,900.6985799228286,0.0628,0.002508651696296903,0.00785,0.0003135814620371129,0.0022883545166840677,4.5979965622948214e-05,0.3169166666666666,0.012276105969637833,1.3038071230274901,0.052952418936736,94.2,3.7629775444453557,55.6,9.850888284819803,5.0
4.0,153493.6,5418.26194595647,19186.7,677.2827432445588,0.06653333333333332,0.002124983660067899,0.008316666666666665,0.0002656229575084874,0.0019933919417031835,7.153752620532765e-05,0.2740833333333333,0.012423543956715579,1.2492290758980418,0.10284834067101388,99.8,3.1874754901018454,48.8,7.756287771866127,5.0
