method,sample_id,seed,perturbation,n_robots,gamma_r_scale,alpha,lambda_loss,congestion_tolerance,p_new_multiplier,sector_decay,sector_reward,sector_pull,final_net_energy,final_net_energy_per_robot,throughput,throughput_per_robot,mean_collision_probability,mean_weighted_search_rest_ratio,mean_active_fraction,total_completed_deposit,total_collisions
morris,1,7,gamma_r_scale,64,1.3030324268193136,0.6392128060503867,2.0194783506164984,0.0500568675294382,2.142055971092325,0.01106994704148985,1.9921254960101873,0.31706476768550124,-55146.5,-861.6640625,0.16733333333333333,0.0026145833333333333,0.05214525363126755,1.202245637227653,0.5338958333333333,251.0,7638.0
morris,1,8,gamma_r_scale,64,1.3030324268193136,0.6392128060503867,2.0194783506164984,0.0500568675294382,2.142055971092325,0.01106994704148985,1.9921254960101873,0.31706476768550124,-47181.0,-737.203125,0.166,0.00259375,0.05076434472448812,1.1957680478429924,0.5160833333333333,249.0,7518.0
morris,1,9,gamma_r_scale,64,1.3030324268193136,0.6392128060503867,2.0194783506164984,0.0500568675294382,2.142055971092325,0.01106994704148985,1.9921254960101873,0.31706476768550124,-38428.25,-600.44140625,0.17133333333333334,0.0026770833333333334,0.051613606571243933,1.2220129613271613,0.5379166666666667,257.0,7677.0
morris,1,7,alpha,64,0.8030324268193135,0.8892128060503867,2.0194783506164984,0.0500568675294382,2.142055971092325,0.01106994704148985,1.9921254960101873,0.31706476768550124,-142882.0,-2232.53125,0.14066666666666666,0.0021979166666666666,0.03268115972672237,1.1580007073087624,0.5271354166666666,211.0,5663.0
morris,1,8,alpha,64,0.8030324268193135,0.8892128060503867,2.0194783506164984,0.0500568675294382,2.142055971092325,0.01106994704148985,1.9921254960101873,0.31706476768550124,-108386.0,-1693.53125,0.14933333333333335,0.0023333333333333335,0.032068099472765024,1.1523707031290649,0.5043333333333333,224.0,5456.0
morris,1,9,alpha,64,0.8030324268193135,0.8892128060503867,2.0194783506164984,0.0500568675294382,2.142055971092325,0.01106994704148985,1.9921254960101873,0.31706476768550124,-124908.75,-1951.69921875,0.146,0.00228125,0.03253313877537091,1.2302224560440138,0.5065104166666666,219.0,5646.0
morris,1,7,lambda_loss,64,0.8030324268193135,0.6392128060503867,4.019478350616499,0.0500568675294382,2.142055971092325,0.01106994704148985,1.9921254960101873,0.31706476768550124,-185717.75,-2901.83984375,0.12933333333333333,0.0020208333333333332,0.033300062555493996,1.2776578941345014,0.5521041666666666,194.0,5858.0
morris,1,8,lambda_loss,64,0.8030324268193135,0.6392128060503867,4.019478350616499,0.0500568675294382,2.142055971092325,0.01106994704148985,1.9921254960101873,0.31706476768550124,-155580.5,-2430.9453125,0.13933333333333334,0.0021770833333333334,0.03328544868989118,1.2617748784686484,0.54284375,209.0,5810.0
morris,1,9,lambda_loss,64,0.8030324268193135,0.6392128060503867,4.019478350616499,0.0500568675294382,2.142055971092325,0.01106994704148985,1.9921254960101873,0.31706476768550124,-205078.5,-3204.3515625,0.128,0.002,0.03438838438367071,1.2629849993723499,0.5542083333333333,192.0,6167.0
morris,1,7,congestion_tolerance,64,0.8030324268193135,0.6392128060503867,2.0194783506164984,0.09505686752943819,2.142055971092325,0.01106994704148985,1.9921254960101873,0.31706476768550124,-152975.0,-2390.234375,0.13933333333333334,0.0021770833333333334,0.03311192502222218,1.1640628230555825,0.5163645833333333,209.0,5822.0
