rest_time_s,mean_final_net_energy,std_final_net_energy,mean_final_net_energy_per_robot,std_final_net_energy_per_robot,mean_throughput,std_throughput,mean_throughput_per_robot,std_throughput_per_robot,mean_mean_collision_probability,std_mean_collision_probability,mean_mean_active_fraction,std_mean_active_fraction,mean_mean_weighted_search_rest_ratio,std_mean_weighted_search_rest_ratio,mean_total_completed_deposit,std_total_completed_deposit,mean_total_collisions,std_total_collisions,seeds
0.0,50609.9,6881.824290477053,6326.2375,860.2280363096316,0.04066666666666667,0.002190890230020664,0.005083333333333334,0.000273861278752583,0.004194982074768839,0.0001018789125425529,0.5437666666666667,0.023672499281280436,1.2248353030959465,0.03368530726684397,61.0,3.286335345030997,126.0,10.99090533122727,5.0
40.0,54294.1,2800.4657496566533,6786.7625,350.05821870708166,0.04053333333333334,0.0009797958971132724,0.005066666666666667,0.00012247448713915906,0.0038256412294515388,0.00019153858255931846,0.48216666666666674,0.0296360797377491,1.2525426987799964,0.0982629704790717,60.8,1.4696938456699067,112.8,15.58717421471897,5.0
80.0,55549.2,2925.6007220740153,6943.65,365.7000902592519,0.0392,0.0007774602526460405,0.0049,9.718253158075506e-05,0.003361346621286987,0.0001820971838040081,0.4217833333333333,0.02142231443041474,1.1990066559436345,0.06403445712628307,58.8,1.16619037896906,85.0,12.361229712289955,5.0
120.0,58578.15,9971.169518416584,7322.26875,1246.396189802073,0.0392,0.0026465910988372264,0.0049,0.0003308238873546533,0.0030767484387878618,0.00021740876668275566,0.43728333333333336,0.03319695434490607,1.2504380826810162,0.07431992090698429,58.8,3.9698866482558417,81.8,5.418486873657627,5.0
160.0,63012.7,4582.841447726509,7876.5875,572.8551809658136,0.03853333333333333,0.0011469767022723486,0.004816666666666666,0.00014337208778404358,0.0025216804966329354,0.00022403808433846007,0.3337833333333333,0.05059736488527178,1.226937977615022,0.06676012172883215,57.8,1.7204650534085253,65.2,8.975522268926749,5.0
200.0,65252.3,2368.40945256516,8156.5375,296.051181570645,0.03746666666666667,0.0010666666666666682,0.004683333333333334,0.00013333333333333353,0.0020268844329154206,0.00012716035507681186,0.26968333333333333,0.03539163429085717,1.2765160432300515,0.051165104103658356,56.2,1.5999999999999999,51.2,8.182909018191513,5.0
